name,meaning
○○○ 리터러시,"이런 뜻이에요 ○○○의 정보를 이해하고 활용할 수 있는 능력이에요.

주변을 둘러보면 아주 다양한 정보가 있어요. 책, 문서뿐만 아니라 TV, 컴퓨터 속에도 정보가 있죠.

우리에게 글, 영상 등 다양한 모습의 정보를 이해하는 일이 점점 더 중요해지고 있어요.

원래 리터러시의 뜻은 글을 읽고 쓸 줄 아는 능력이에요. 리터러시를 한국어로는 '문해력文解力'이라고 해요.
이렇게 쓰여요 - 컴퓨터 리터러시 : 컴퓨터를 이해하고 사용할 수 있는 능력
- 디지털 리터러시 : 디지털 기기를 활용해 원하는 일을 하고 필요한 정보를 얻을 수 있는 능력"
래플,"이런 뜻이에요
추첨을 통해 물건을 살 기회를 주는 것이에요.

주로 쇼핑몰에서 인기가 많은 물건을 팔 때 사용하는 방법이에요. 파는 물건 수는 적은데 사고 싶어 하는 사람이 많기 때문이죠.
만약 내가 래플에 당첨된다면, 어떤 물건을 살 수 있는 기회가 생겨요. 래플에 당첨되지 않는다면, 어떤 물건을 사기 어려워져요.
이렇게 쓰여요
😎 나 이번에 래플에 당첨되었어!
🥳 축하해! 사고 싶어 했던 그 운동화, 꼭 샀으면 좋겠다~"
대합실,"이런 뜻이에요
기차, 버스 등을 기다리는 곳이에요.

기차역, 버스 터미널 같은 교통 시설 안에 있어요.
대합실에는 보통 여러 사람이 앉을 수 있는 의자가 놓여있어요. 의자에 앉아 누군가를 기다리기도 하고, 기차나 버스를 타기 전에 잠깐 쉬기도 해요.
이렇게 쓰여요 📞 곧 기차역에 도착해. 우리 어디서 만날까?
🙋‍♀️ 나 지금 기차역 대합실에 있어. 여기로 와!"
범례,"이런 뜻이에요
어떤 정보를 참고하라는 뜻이에요.

주로 지도의 한 부분, 책의 첫 부분에 나와 있어요. 지도를 보는 방법, 책을 읽는 방법 등을 설명해 놓은 글이나 그림이에요.
범례를 보면, 지도, 책에 나오는 그림, 기호가 무엇을 뜻하는지 등의 정보를 알 수 있어요.
이렇게 쓰여요
🤔 엘리베이터를 타고 싶은데, 지도를 봐도 엘리베이터가 어디에 있는지 모르겠어...
🤗 그럴 때는 지도에서 범례를 보면 돼. 지도를 더 쉽게 볼 수 있게 해주는 정보가 나와 있거든!

아래 사진에서 지도의 범례를 확인해 볼 수 있어요. 범례를 보면, 이 지도에서 엘리베이터가 어떤 모습으로 그려져 있는지 알 수 있죠."
밸런스 게임,"이런 뜻이에요
2개의 선택지 중에서 1개를 선택하는 게임이에요.

음식, 취미, 연애, 직장 생활 등 다양한 주제의 게임이 있어요.
선택하기 쉬운 게임도 있고, 어려운 게임도 있어요.
이렇게 쓰여요 밸런스 게임은 이런 게임이에요.

🧐 평생 짜장면만 먹기, 아니면 짬뽕만 먹기! 평생 1가지 음식만 먹어야 한다면 어떤 음식을 고를래?
🤔 헉! 고르기 너무 어렵다... 하지만 나는 짬뽕보다 짜장면을 더 좋아하니까 짜장면!"
소상공인,"이런 뜻이에요 직원이 1~10명인 회사, 가게, 식당 등을 운영하는 사람이에요.

회사, 가게, 식당 등이 하는 일에 따라 직원 수가 조금씩 다를 수 있어요.
이렇게 쓰여요 😊 내 고모는 직원이 4명인 식당을 운영하고 계셔.
😮 고모가 소상공인이시구나. 정부에서 곧 소상공인에 대한 지원금을 늘릴 거래!"
취존,"이런 뜻이에요 취향을 존중한다는 뜻이에요.

다른 사람이 좋아하는 것을 내가 존중하거나, 내가 좋아하는 것을 다른 사람에게 존중받고 싶을 때 사용해요.
이렇게 쓰여요 🤔 평양냉면이 뭐가 맛있어? 나는 못 먹겠더라.
😡 좋아하는 게 서로 다를 수도 있지! 취존 좀 해줄래?"
변이 바이러스,"이런 뜻이에요 어떤 바이러스가 이전과 다르게 변해서 생긴 새로운 바이러스를 뜻해요.

*바이러스 : 눈에 보이지 않을 정도로 작다. 식물, 동물, 사람의 세포에 들어가 병을 일으킨다.
이렇게 쓰여요 변이 바이러스 확산에 새로운 환자 급증 "
중도층,"이런 뜻이에요 어떤 정당, 어떤 후보자에게 마음이 치우치지 않는 사람들을 뜻해요.

선거에서 많이 쓰는 말이에요. 중도층의 마음을 사로잡으면 투표에서 많은 표를 얻을 수 있어요.
이렇게 쓰여요 어떤 후보자가 중도층의 마음을 사로잡을까?"
승강기,"이런 뜻이에요 사람이나 물건을 위아래로 이동시켜 주는 장치예요.

'엘리베이터'라고도 불러요.
이렇게 쓰여요 장애인 등 교통 약자를 위해 지하철역마다 승강기를 설치해야 한다."
수제 ○○,"이런 뜻이에요 손으로 직접 만든 음식이나 물건이라는 뜻이에요.

수제 쿠키, 수제 딸기잼 등 음식이나 물건 앞에 '수제'라는 말을 붙여서 써요.
이렇게 쓰여요 🤔 이 술집은 처음 와봤어. 어떤 술이 맛있으려나?
🤗 여기는 수제 맥주가 맛있대."
민초단,"이런 뜻이에요 민트 초코 맛을 좋아하는 사람들을 뜻해요.

‘민트 초코’를 줄인 '민초', ‘단체’를 뜻하는 '단'을 합쳐 만든 말이에요. 반대로 민트 초코 맛을 싫어하는 사람들은 ‘반민초단’이라고 불러요.
이렇게 쓰여요 😨 민트 초코 맛 아이스크림을 왜 좋아하지? 치약 맛이랑 비슷해서 나는 못 먹겠던데.
😜 너 반민초단이구나? 나는 민초단인데!"
마상,"이런 뜻이에요  '마음의 상처'를 줄여서 부르는 말이에요.
이렇게 쓰여요 😭 너 어떻게 내 전화를 안 받을 수가 있어? 완전 마상이야...
😅 미안해. 일이 너무 바빠서 전화 온 걸 못 봤어!"
리모델링,"이런 뜻이에요 낡고 오래된 아파트, 주택 등을 더 살기 좋게 고치고 바꾸는 일이에요.

사람이 사는 곳이 아닌 건물도 리모델링을 할 수 있어요.
이렇게 쓰여요 파주의 ○○○ 휴게소가 리모델링을 마치고 다음 달 30일에 다시 문을 엽니다."
리유저블,"이런 뜻이에요 여러 번 다시 사용할 수 있다는 뜻이에요.

환경을 보호할 수 있기 때문에 여러 번 다시 사용할 수 있는 물건이 인기를 끌고 있어요.
이렇게 쓰여요 🥺 일회용 컵은 한 번밖에 못 써서 별로야.
🤗 맞아. 나처럼 리유저블 컵을 써보는 건 어때?"
시차,"이런 뜻이에요 서로 다른 나라 사이에 시간 차이가 있는 것을 말해요.

한국이 오전 10시일 때 미국은 오후 9시예요.
이렇게 쓰여요 😵 프랑스 여행 갔다 왔더니 시차 적응이 안 되네."
여야,"이런 뜻이에요 여당과 야당을 합쳐서 부르는 말이에요.

어떤 당에서 대통령이 나왔으면 그 당이 여당이에요. 야당은 여당이 아닌 당을 말해요.
이렇게 쓰여요 😄 올해에는 대통령 선거가 있네!
🤔 여야가 선거 준비로 아주 바쁘겠구나."
워라밸,"이런 뜻이에요 직장에서 일하는 시간과 퇴근 후에 보내는 시간이 서로 적당히 균형을 이루고 있다는 뜻이에요.

'일'이라는 뜻을 가진 '워크work', '삶'이라는 뜻을 가진 '라이프life', '균형'이라는 뜻을 가진 '밸런스balance'를 합쳐 만든 영어 단어 '워크 라이프 밸런스'의 줄임말이에요.
이렇게 쓰여요 😣 지금 회사는 야근을 너무 많이 해서 워라밸이 안 좋아.
😥 힘들겠다… 일찍 퇴근하고 잘 쉬어야 하는데!"
자기결정권,"이런 뜻이에요 자신과 관련된 일은 스스로 결정할 수 있는 권리예요.

무언가를 결정할 때, 다른 사람의 의견보다는 자신이 무얼 원하는지, 무엇을 하고 싶은지를 중요하게 생각하는 거예요.
이렇게 쓰여요 1979년 UN유엔은 여성차별철폐협약을 통해 여성의 성적 자기결정권을 확립했다."
탄소중립,"이런 뜻이에요
탄소가 만들어진 만큼 탄소를 줄이려는 노력을 말해요.

탄소는 아주 작아서 눈에 보이진 않지만, 공기 중에 있어요. 일상생활에서 조금씩 생겨나죠. 방에 불을 켜거나 자동차를 탈 때, 공장에서 물건을 만들 때도요. 

탄소가 많이 생기면, 지구의 온도가 높아져서 사람, 동물, 식물 등 생물이 살기 어려워져요. 일회용품 사용하지 않기, 나무 심기 등 다양한 방법으로 탄소를 줄일 수 있어요.
이렇게 쓰여요 😥 빙하가 다 녹아서 북극곰이 살 곳이 사라지고 있대.
😤 그래서 탄소중립이 중요해. 지구를 지키기 위해 우리 일단 일회용품 사용을 줄여보자!"
덕질,"이런 뜻이에요 어떤 사람이나 콘텐츠를 남들보다 훨씬 많이 좋아하는 거예요.

덕질을 하는 사람은 자신이 좋아하는 것을 열심히 찾고 모으곤 해요.
이렇게 쓰여요 😍 나 요새 ○○○ 가수한테 완전 빠졌어.
🤩 헉! 나 ○○○ 가수 덕질한 지 벌써 4년째야. 앨범도 다 샀어!"
리즈 시절,"이런 뜻이에요 어떤 사람이 가장 잘 나가던 시절을 뜻해요.

과거를 다시 떠올려 봤을 때, 기분 좋고 만족스러운 시절도 리즈 시절이 될 수 있어요.

*시절 : 어떤 시기나 때
이렇게 쓰여요 나의 리즈 시절은 처음이자 마지막으로 전교 1등을 했던 중학교 3학년 때이다."
밀키트,"이런 뜻이에요 어떤 음식을 만들어 먹을 때 필요한 재료, 양념 등을 모두 모아놓은 제품이에요.

'식사'를 뜻하는 밀meal과 '세트'를 뜻하는 '키트kit'를 합쳐 만든 말이에요.
이렇게 쓰여요 😫 파스타 만들어 먹고 싶은데 요리하기 너무 귀찮아...
🤗 파스타 밀키트를 주문해 보는 건 어때?"
브이로그,"이런 뜻이에요 일상을 담은 영상을 뜻해요.

'비디오video'의 '브이v'와 '블로그blog'의 '로그log'를 합쳐서 만든 말이에요.
이렇게 쓰여요 🤔 요새 너무 볼 게 없다. 재밌는 영상 좀 추천해 줄래?
🤗 브이로그는 어때? 평범한 일상을 담은 영상이어서 마음이 편안해져!"
연대,"이런 뜻이에요 여러 사람의 마음이 서로 연결되어 함께 힘을 모으는 거예요.

혼자서 이겨내기 힘든 일이 생겼을 때, 힘을 합치고 서로를 돕기 위해 연대해요.
이렇게 쓰여요 전쟁 중인 우크라이나를 향한 연대가 절실하다."
팩트 체크,"이런 뜻이에요 정보가 사실인지 아닌지 확인하는 일이에요.
이렇게 쓰여요 가짜 뉴스 팩트 체크"
블랙 프라이데이,"이런 뜻이에요 매년 11월의 마지막 주 금요일이고, 물건을 아주 싸게 파는 날이에요.

줄여서 '블프'라고 부르기도 해요.
이렇게 쓰여요 🥺 장갑을 사고 싶은데 돈이 너무 없어...
🤗 다음 주에 블랙 프라이데이니까 싸게 살 수 있을 거야!"
노쇼,"이런 뜻이에요 예약한 시간에 연락 없이 오지 않는 것을 뜻해요.
이렇게 쓰여요 😴 식당 예약해 놨는데 너무 졸리다. 그냥 가지 말까?
😨 그러면 안 돼! 노쇼 때문에 식당 주인이 피해를 보잖아."
역주행,"이런 뜻이에요
예전에 나온 노래, 영상 등이 뒤늦게 인기를 누린다는 뜻이에요. 

보통 시간이 지나면 인기가 떨어지는데, 오히려 인기가 많아질 때 쓰는 표현이에요.

'역주행'은 원래 도로 등에서 자동차가 가야 하는 방향과 반대로 가는 걸 뜻해요. 모두 오른쪽으로 가고 있는데, 혼자 왼쪽으로 가면 역주행을 하고 있는 거죠.
이렇게 쓰여요 😍 이 노래는 나온 지 5년 된 노래인데, 이제서야 갑자기 엄청난 인기를 끌고 있어!
😲 완전 역주행이네! 나도 들어봐야겠다."
호재,"이런 뜻이에요 좋은 일이 일어날 만한 조건, 상황을 말해요.

반대로 안 좋은 일이 일어날 것 같다면 '악재'라고 불러요.
이렇게 쓰여요 · 나가야 되는데 눈이 그쳤다니 호재다!
· 그 회사에서 새로 나온 상품이 곧 나온다는 건 호재야."
인구 절벽,"이런 뜻이에요 아이가 적게 태어나서 일할 수 있는 사람의 수가 줄고, 나이 든 사람이 아주 많아지는 상황을 뜻해요.

절벽에서 떨어지는 것처럼 사람의 수가 확 줄어든다고 해서 '절벽'이라는 표현을 썼대요.
이렇게 쓰여요 인구 절벽, 대한민국이 늙어간다."
유니섹스,"이런 뜻이에요 옷차림이나 머리 모양에 성별의 구별이 없는 것을 뜻해요.
이렇게 쓰여요 누구에게나 어울리는 유니섹스 티셔츠"
불멍,"이런 뜻이에요 장작이 불에 타는 모습을 바라보며 멍하게 있는 것을 뜻해요.

캠핑 등을 가서 불멍을 즐기는 사람들이 많아졌어요.
이렇게 쓰여요 😮 나는 캠핑 가서 모닥불을 가만히 바라보고 있는 게 좋더라.
😊 불멍을 좋아하는구나? 불을 바라보고 있으면 왠지 마음이 편안해지지."
베테랑,"이런 뜻이에요 어떤 일을 오랫동안 해와서 실력이 좋은 사람을 뜻해요.

베테랑은 경험이 많고 능숙한 사람이죠.
이렇게 쓰여요 베테랑 선수 : 운동 경기에 참여한 경험이 많아서 경기를 잘하는 선수"
바이브,"이런 뜻이에요 어떤 공간 등에서 느껴지는 분위기를 뜻해요.

바이브vibe는 영어로 '분위기', '느낌'이라는 뜻이이에요.
이렇게 쓰여요 · 을지로 바이브 : 오래된 골목 사이에 멋스럽고 세련된 장소가 많은 을지로만의 분위기.
· 포장마차 바이브 : 빨간 천막 사이로 사람들의 대화 소리가 들리는 포장마차만의 분위기."
미니멀리즘,"이런 뜻이에요 복잡한 것보다는 단순한 것이 더 좋다고 생각하는 방식이에요.

화려한 무늬의 옷보다는 단순한 무늬의 옷을 더 좋아하는 것도, 방이 복잡해지지 않도록 물건을 적게 사는 것도 미니멀리즘이에요. 반대로 단순한 것보다 복잡한 것이 더 좋다고 생각하는 방식은 ‘맥시멀리즘’이라고 불러요.
이렇게 쓰여요 😎 나는 검은색 옷이 복잡하지 않고 단순해서 좋더라.
😲 미니멀리즘 패션을 좋아하는구나!"
내달,"이런 뜻이에요
다음 달을 뜻하는 말이에요.

지금이 6월이면 내달은 7월을 뜻해요.
이렇게 쓰여요 행사가 내달 10일까지 이어집니다."
금주,"이런 뜻이에요
이번 주를 뜻하는 말이에요.

금주 목요일이면 이번 주 목요일을 뜻해요.
이렇게 쓰여요 이번 작업은 금주 안에 마감해 주셔야 합니다."
연패,"이런 뜻이에요 1) 운동 경기에서 한 팀 또는 한 선수가 계속해서 이기는 걸 뜻해요.
2) 운동 경기에서 한 팀 또는 한 선수가 계속해서 지는 걸 뜻해요.

'연패'는 뜻이 2개예요. 계속해서 이기는 걸 뜻하는 '연패'의 '패霸'와 계속해서 지는 걸 뜻하는 '연패'의 '패敗'가 서로 다른 한자이기 때문이에요.
이렇게 쓰여요 🥳 내가 응원하는 축구 팀이 10연패 중이야! 계속 이기고 있어! 😭 내가 응원하는 야구 팀은 10연패 중이야... 계속 지고 있어..."
휴면 계정,"이런 뜻이에요 오랫동안 쓰지 않아서 사용할 수 없게 된 계정, 아이디ID예요.

홈페이지나 메일 이용을 오랫동안 안 하다 보면 일정 기간이 지나서 휴면 계정으로 바뀌어요. 물론 다시 사용하고 싶다면 '전환' 신청을 하면 돼요.
이렇게 쓰여요 · 이 메일을 한동안 안 썼더니 휴면 계정이 됐네!
· 이 쇼핑 사이트는 30일 동안 이용하지 않으면 휴면 계정으로 바뀐대!"
패키지,"이런 뜻이에요 여러 가지 제품이나 서비스를 하나로 묶어서 세트로 파는 거예요.
이렇게 쓰여요 · 동남아시아 패키지 여행으로 동남아시아 여러 곳을 쉽고 편하게 여행하실 수 있어요!
· ○○ 카페의 패키지 상품이 출시되었습니다. 패키지에는 원두커피 3종류, 머그컵 1개가 포함되어 있습니다."
섬네일,"이런 뜻이에요 어떤 콘텐츠를 대표하는 작은 크기의 이미지예요.
이렇게 쓰여요
🧐 섬네일만 봐도 영상의 내용을 예상할 수 있어서 편해!
🤗 맞아. 나는 섬네일에 영상의 제목이 크게 들어가 있는 걸 좋아해."
인플루언서,"이런 뜻이에요 인스타그램, 페이스북, 유튜브 등 SNS에서 많은 사람의 관심을 받고, 영향을 주는 사람을 뜻해요.
이렇게 쓰여요 뷰티 인플루언서의 추천템! 이 화장품 한번 사용해 보세요."
비혼,"이런 뜻이에요 결혼을 안 했다는 뜻이에요.

결혼할 생각이 없는 사람을 ‘비혼주의자’라고 불러요.
이렇게 쓰여요 🤔 나는 결혼을 왜 해야 하는지 잘 모르겠어.
🤗 꼭 하지 않아도 돼. 요새는 비혼주의자가 많아!"
번아웃,"이런 뜻이에요 더 이상 어떤 일도 하기 힘들 만큼 지친 상태를 뜻해요.
이렇게 쓰여요 🥺 나 번아웃이 왔나 봐. 아무것도 하기 싫어.
🤗 그럴 때는 잠을 많이 자고 푹 쉬어야 해."
노면,"이런 뜻이에요 길바닥의 겉 부분이에요.

걷거나 자동차가 지나다닐 때 발이나 자동차 바퀴가 닿는 부분이죠.
이렇게 쓰여요 😫 노면이 엄청 울퉁불퉁해.
😳 맞아. 자전거 타기에는 너무 불편한 길이야."
라인업,"이런 뜻이에요 여러 사람이나 물건을 한 줄로 세우는 거예요.

어떤 사람들이 있는지, 어떤 물건들이 있는지 발표할 때, 라인업을 공개한다고 말해요.
이렇게 쓰여요 · 제품 라인업 : 기업에서 이번에 새로 만들어 판매하기로 한 제품들
· 드라마 라인업 : 방송국에서 이번에 방송하기로 한 드라마들
· 스타팅 라인업 : 스포츠 경기에 먼저 나가기로 정한 선수들"
기후 위기,"이런 뜻이에요 지구가 뜨거워져서 날씨가 갑자기 크게 변하는 위험한 상황이에요.

기후 위기 때문에 지구에 있는 사람, 동물, 식물 등 생물이 살기 어려워져요. 날씨가 너무 더워지거나 비가 너무 많이 내리는 것도 기후 위기 때문이에요.
이렇게 쓰여요 🥵 아직 4월밖에 안 됐는데 왜 이렇게 덥지?
🥺 기후 위기 때문이야! 지구를 이렇게 내버려 두면 안 돼!"""
계도 기간,"이런 뜻이에요 법이나 정책을 새로 만들거나 바꾸었을 때, 사람들이 새로운 법과 정책에 적응할 수 있도록 주는 기간이에요.
이렇게 쓰여요 다음 달부터는 카페에서 일회용품을 사용할 수 없다. 하지만 이번 달까지는 계도 기간이어서, 아직까지는 일회용품을 사용할 수 있다."
TMI,"이런 뜻이에요 '티엠아이'라고 읽어요. 너무 많은 정보를 뜻해요.

내가 물어보지 않은 정보를 상대방이 알려줄 때 농담처럼 쓰는 말이에요.
이렇게 쓰여요 🤗 나 7살 때 우유 마시다가 코로 우유 나온 적 있어.
🤔 너무 TMI다..."
MZ세대,"이런 뜻이에요
'엠제트세대' 또는 '엠지세대'라고 읽어요. 1980년쯤부터 2000년쯤까지 사이에 태어난 사람들이에요.

밀레니얼 세대와 제트세대를 합쳐서 MZ세대라고 불러요.

*세대 : 같은 시대에 살고 있는 비슷한 나이의 사람들. 세대가 같으면 생각하는 방식도 비슷한 편이다.
이렇게 쓰여요
🤔 MZ세대는 어떤 특징을 갖고 있어?
🤗 어렸을 때부터 사용했기 때문에 컴퓨터, 스마트폰에 익숙해. 자기 자신의 행복과 자유로운 삶을 중요하게 생각하는 편이야!"
MBTI,"이런 뜻이에요
'엠비티아이'라고 읽어요. 내가 어떤 성격을 갖고 있는지 알려주는 성격 검사예요.

세상에는 여러 종류의 성격 검사가 있는데, MBTI는 사람의 성격을 크게 16가지로 나눠요. 검사 결과는 INFP, ESTJ 등 4개의 영어 글자로 나와요. 다른 검사보다 쉽고 간단한 편이어서 많은 사람들이 받고 있어요.
이렇게 쓰여요
🤔 너는 MBTI가 뭐야?
😎 나는 ENFP야. 너는?"
○○뷰,"이런 뜻이에요 ○○이 보이는 풍경을 뜻해요.

‘한강뷰’는 한강이 보이는 풍경이에요. '한강뷰 카페'는 한강 풍경이 잘 보이는 카페를 의미해요.

*뷰view : '보다'라는 뜻의 영어 단어. '풍경'이라는 뜻도 갖고 있다.
이렇게 쓰여요 🤔 이번 여름휴가 때 어디로 놀러가면 좋을까?
🌊 동해가 보이는 바다뷰 숙소에 가고 싶어!"
국룰,"이런 뜻이에요 당연한 일이나 규칙을 뜻해요.

'나라'를 뜻하는 '국國'과 '규칙'을 뜻하는 '룰rule'을 합쳐서 만든 말이에요. 국민 대부분이 받아들일 만큼 누구나 인정하는 규칙을 뜻한답니다.
이렇게 쓰여요 🥰 피자는 맥주랑 같이 먹는 게 국룰이지!"
모니터링,"이런 뜻이에요 어떤 활동, 행동을 자세히 알아보고 싶을 때, 관찰하고 살펴보는 일이에요.

'관찰하다'라는 뜻을 가진 '모니터monitor'가 단어 안에 들어있어요.
이렇게 쓰여요 · 스마트워치로 건강을 모니터링하다!
· 코로나19 환자를 모니터링하는 의료진"
무공해,"이런 뜻이에요 무공해는 자연이나 사람에게 피해를 주지 않는다는 뜻이에요.

'없음'을 뜻하는 '무無'가 '공해' 앞에 붙어서 공해가 없다는 걸 뜻해요. '공해’는 교통, 산업이 발달하면서 사람을 포함한 생물이 입는 피해를 말해요. 자동차에서 나오는 가스, 공장에서 흘러나오는 더러운 물 등 때문에 발생해요.
이렇게 쓰여요 · 무공해 농약
· 무공해 농산물
· 무공해 플라스틱
· 무공해 자동차
· 무공해 에너지"
안티에이징,"이런 뜻이에요 나이가 들면서 피부가 처지거나 주름이 생기는 것을 막으려는 노력이에요.

주로 화장품에 자주 쓰이는 말이에요.
이렇게 쓰여요 안티에이징 화장품으로 피부를 건강하게 만들어 보세요!"
호캉스,"이런 뜻이에요 호텔에서 즐기는 휴가를 말해요.

'호텔hotel'과 휴가를 뜻하는 '바캉스vacance'를 합친 말이에요. 여기저기 관광을 하기보다는 한곳에서 머물며 푹 쉬고 싶을 때 호캉스를 떠나죠.
이렇게 쓰여요 · 이번 여름에는 가족들과 호캉스를 가기로 했어.
· 호캉스 가려고 하는데 호텔 좀 추천해 줄래?"
콜라보,"이런 뜻이에요 둘이 힘을 합쳐 새로운 일을 하는 것을 말해요.

서로 다른 기업이 새로운 상품을 같이 만들거나, 한 가수가 다른 가수의 노래에 참여할 때 콜라보했다고 이야기해요. 영어 콜라보레이션collaboration의 줄임말이에요.
이렇게 쓰여요 · 아이유랑 악동뮤지션이 콜라보한 노래 좋더라!
· 라면 회사랑 과자 회사가 콜라보한 감자칩이 나왔던데?"
쿠키 영상,"이런 뜻이에요 영화나 드라마 한 편이 다 끝난 후 나오는 짧은 영상을 말해요.

영화, 드라마에 담지 못한 또 다른 내용을 보여주기도 하고, 다음 편을 기대하게 만드는 내용이 나오기도 해요. 하지만 모든 영화, 드라마에 쿠키 영상이 나오는 것은 아니에요.
이렇게 쓰여요 😝 영화 끝났다! 배고프니까 얼른 밥 먹으러 가자!
😲 안 돼! 이 영화는 쿠키 영상이 있는 영화라서 바로 나가면 안 된다구!"
힙하다,"이런 뜻이에요 유행하는 게 무엇인지 잘 알면서도 자기만의 개성, 매력을 갖고 있다는 뜻이에요.

영어 단어 '힙hip'에 '-하다'를 붙인 말이죠. 원래 영어 힙hip의 뜻을 보통은 신체 부위(허리와 엉덩이 사이 부분)로 알고 있지만 '유행에 밝고 앞서 나간다'는 의미로도 쓰여요. 한마디로 새로움을 잘 알면서도 멋이 있는 것, 그런 사람에게 쓰는 말이에요.
이렇게 쓰여요 · (요즘 인기 많은 식당에서) 이 가게가 요즘 힙하대!
· (유행에 맞춰 옷을 잘 차려입은 친구에게) 너 오늘 이렇게 입으니까 힙하다!"
크리에이터,"이런 뜻이에요 콘텐츠를 만드는 사람이에요.

주로 유튜브 등 인터넷에 영상 콘텐츠를 만들어서 올리는 사람을 크리에이터라고 불러요.
이렇게 쓰여요 · 먹방 크리에이터 : 음식 먹는 모습을 영상으로 찍어 올리는 사람
· 게임 크리에이터 : 게임 하는 모습을 영상으로 찍어 올리는 사람"
차애,"이런 뜻이에요 가장 사랑하는 것이나 사람 바로 다음으로 사랑하는 것이나 사람을 뜻해요.

두 번째로 사랑하는 것이나 사람인 거죠. '둘째'를 뜻하는 한자 '차次', '사랑'을 뜻하는 한자 '애愛'를 합쳐 만든 단어예요. 가장 사랑하는 것이나 사람은 '최애'라고 불러요.
이렇게 쓰여요 🤗 내 최애 과자는 감자칩이야.
😍 헉! 나도 감자칩 완전 좋아해. 하지만 감자칩은 차애 과자고, 내 최애 과자는 초콜릿이야!"
팝업스토어,"이런 뜻이에요 사람들이 많이 찾는 장소에서 잠깐 동안 물건을 팔고, 정해진 기간이 끝나면 없어지는 가게예요.

'잠깐 떴다가 사라진다'는 뜻의 '팝업pop-up', '가게'를 뜻하는 '스토어store'를 합쳐 만든 말이에요.
이렇게 쓰여요 · ○○ 백화점 팝업스토어 오픈 행사
· 5월 10일까지 ○○ 브랜드 팝업스토어 진행합니다."
적자,"이런 뜻이에요 사용한 돈이 번 돈보다 많은 것을 뜻해요.

예전에는 사용한 돈과 번 돈을 가계부에 직접 기록했어요. 그런데 번 돈보다 더 많이 써서 돈이 부족해지면 빨간색 글자로 표시했다고 해요. '빨간색'을 뜻하는 한자 '적赤', '글자'를 뜻하는 한자 '자字'를 합쳐 만든 단어예요.
이렇게 쓰여요 😪 요새 이것저것 물건을 많이 샀더니 적자네요. 돈을 아껴야겠어요."
자동심장충격기,"이런 뜻이에요 사람의 심장이 멈췄을 때, 전기로 충격을 줘서 심장을 다시 뛰게 만드는 기계예요.

지하철역, 큰 건물 등에 있어요. '자동제세동기', 'AED에이이디'라고 부르기도 해요.
이렇게 쓰여요 심장이 멈춘 환자에게 소방대원들이 자동심장충격기를 사용해 심장을 다시 뛰게 만들었다."
인싸,"이런 뜻이에요 여러 사람들과 어울리는 걸 좋아하는 사람이에요.

'인사이더insider'라는 영어 단어를 줄여서 부르는 말이에요. 반대로 여러 사람들과 잘 어울리지 않는 사람은 '아웃사이더outsider' 혹은 '아싸'라고 부르기도 해요.
이렇게 쓰여요 😮 너 아는 사람 되게 많다. 완전 인싸네~"
스포,"이런 뜻이에요 영화, 소설 등의 중요한 내용이나 결말을 아직 모르는 사람에게 미리 알리는 것을 뜻해요.

영어 단어 '스포일러spoiler'의 줄임말이에요. 스포를 당하지 않도록 미리 막는 것을 ‘스포 방지’, 스포를 하지 말라고 이야기하는 것을 ‘스포 금지’라고 해요.
이렇게 쓰여요 😜 영화 <어벤져스> 진짜 대박이지 않아?
🤐 말하지 마... 나 아직 못 봤단 말이야. 스포 금지!"
결렬,"이런 뜻이에요 회의나 협상을 하다가 생각이 서로 달라서 갈라서게 된다는 뜻이에요.
이렇게 쓰여요 😫 이번에 ○○단체와 □ □ 단체의 의견이 모아지지 않아서 더 이상 회의를 진행하지 않기로 했대.
🤔 회의가 결렬됐구나..."
겉바속촉,"이런 뜻이에요 겉은 바삭하고 속은 촉촉하다는 뜻이에요.

튀김 요리처럼 껍질이 바삭하고 속이 촉촉한 음식에 많이 사용하는 말이에요.
이렇게 쓰여요 😍 여기 진짜 야채 튀김 맛집이다. 튀김옷은 바삭하고 야채는 촉촉해!
🥳 완전 겉바속촉이네!"
과몰입,"이런 뜻이에요 '과몰입'은 '몰입'보다 훨씬 더 심하게 빠지거나 파고드는 거예요.

'몰입'은 무언가에 깊이 빠지거나 파고드는 것을 뜻해요.
이렇게 쓰여요 😳 나 어제 드라마를 6시간이나 봤어...
🤔 그 정도면 드라마 과몰입 아닐까?"
과부하,"이런 뜻이에요 어떤 정도를 넘어서서 기계나 장치가 고장 날 수도 있는 위험한 상태를 뜻해요.

과부하가 되면 불이 날 수도 있으니 조심해야 해요. 기계나 장치가 아니라 사람이 하는 일도 과부하에 걸릴 수 있어요. 일이 너무 많으면 과부하에 걸려 일이 잘 안 될 수도 있답니다.
이렇게 쓰여요 😫 드라이기를 너무 오래 썼더니 타는 냄새가 나는 것 같아...
🤔 과부하가 걸린 것 아닐까? 이대로 두면 위험해!"
기간제,"이런 뜻이에요 어떤 기간 동안만 일하기로 약속했다는 뜻이에요.
이렇게 쓰여요 😤 다음 달부터 학교에서 기간제 교사로 일하게 됐어.
😮 그러면 일이 끝나는 시기도 정해져 있겠구나. 언제까지 일하기로 했어?"
